year,rank,artist,song,lyrics
1954,1,"Bill Haley & His Comets","Rock Around The Clock","One, two, three o'clock, four o'clock rock|Five, six, seven o'clock, eight o'clock rock|Nine, ten, eleven o'clock, twelve o'clock rock|We're gonna rock around the clock tonight|Put your glad rags on, join me hon'|We'll have some fun when the clock strikes one|We're gonna rock around the clock tonight|We're gonna rock, rock, rock 'til broad daylight|We're gonna rock, gonna rock around the clock tonight|When the clock strikes two, three and four|If the band slows down we'll yell for more|We're gonna rock around the clock tonight|We're gonna rock, rock, rock 'til broad daylight|We're gonna rock, gonna rock around the clock tonight|When the chimes ring five, six and seven|We'll be right in seventh heaven|We're gonna rock around the clock tonight|We're gonna rock, rock, rock 'til broad daylight|We're gonna rock, gonna rock around the clock tonight|When it's eight, nine, ten, eleven, too|I'll be goin' strong and so will you|We're gonna rock around the clock tonight|We're gonna rock, rock, rock 'til broad daylight|We're gonna rock, gonna rock around the clock tonight|When the clock strikes twelve we'll cool off then|Start rockin' around the clock again|We're gonna rock around the clock tonight|We're gonna rock, rock, rock 'til broad daylight|We're gonna rock, gonna rock around the clock tonight4"
1954,2,"Joe Turner / Bill Haley & His Comets","Shake, Rattle And Roll","Get out of that bed, wash your face and hands|Get out of that bed, wash your face and hands|Get in that kitchen, make some noise with the pots and pans|Way you wear those dresses, the sun come shining through|Way you wear those dresses, the sun come shining through|I can't believe my eyes all that mess belongs to you|I believe to my soul you're the Devil in nylon hose|I believe to my soul you're the Devil in nylon hose|Well, the harder I work, the faster my money goes|I said shake, rattle and roll, shake, rattle and roll|Shake, rattle and roll, shake, rattle and roll|Well, you won't do right to save your doggone soul|Yeah, blow Joe!|I'm like a one-eyed cat peepin' in a seafood store|I'm like a one-eyed cat peepin' in a seafood store|Well, I can look at you an' tell you ain't no child no more|Ah, shake, rattle and roll, shake, rattle and roll|Shake, rattle and roll, shake, rattle and roll|Well, you won't do right to save your doggone soul|I get over the hill and way down underneath|I get over the hill and way down underneath|You make me roll my eyes, even make me grit my teeth|I said shake, rattle and roll, shake, rattle and roll|Shake, rattle and roll, shake, rattle and roll|Well, you won't do nothin' to save your doggone soul|Shake, rattle and roll"
1954,3,"Penguins","Earth Angel","Earth angel, earth angel|Will you be mine?|My darling dear, love you all the time|I'm just a fool, a fool in love with you|Earth angel, earth angel|The one I adore|Love you forever, and ever more|I'm just a fool, a fool in love with you|I fell for you and I knew|The vision of your love, loveliness|I hope and I pray that someday|I'll be the vision of your happiness|Oh, earth angel, earth angel|Please be mine|My darling dear, love you all the time|I'm just a fool, a fool in love with you|I fell for you and I knew|The vision of your loveliness|I hope and pray that someday|That I'll be the vision of your happiness|Oh, earth angel, earth angel|Please be mine|My darling dear, love you all the time|I'm just a fool, a fool in love with you (You, you, you)10"
1954,4,"Chords","Sh-Boom","Life could be a dream|Life could be a dream|Do do do do, sh-boom|Life could be a dream (Sh-boom)|If I could take you up in paradise up above (Sh-boom)|If you would tell me I'm the only one that you love|Life could be a dream, sweetheart|Hello, hello again|Sh-boom and hopin' we'll meet again|Boom (Ba-boom)|Day dong da ding-dong|A-lang-da-lang-da-lang|Ah, woah, woah, bip|Ah bi-ba-do-da-dip, woah|Life could be a dream (Sh-boom)|If only all my precious plans would come true (Sh-boom)|If you would let me spend my whole life lovin' you|Life could be a dream, sweetheart|(Do do do do, sh-boom)|Every time I look at you|Something is on my mind|If you do what I want you to|Baby, we'd be so fine|Oh, life could be a dream, sh-boom|If I could take you up in paradise up above, sh-boom|You'd tell me, darlin', I'm the only one that you love|Life could be a dream, sweetheart|Hello, hello again, sh-boom and hope we'll meet again, boom (Ba-boom)|Day dong da ding-dong|Sha-lang-a-la-lang-a-la-lang-a-la-lang-a-la|Woah, woah, bip|Ah bo da do da dip, woah|Life could be a dream|Life could be a dream, sweetheart|(Do do do do, sh-boom)|(Do do do do, sh-boom)|(Do do do do, sh-boom)|(Do do do do, sh-boom)|(Do do do do, sh-boom)|(Do do do do, sh-boom)|(Do do do do, sh-boom)|Woah, life could be a dream, sh-boom|If I could take you up in paradise up above, sh-boom|You'd tell me, darlin', I'm the only one that you love|Life could be a dream, sweetheart|Hello, hello again, sh-boom and hope we'll meet again, boom (Ba-boom)|Day dong da ding-dong|Sha-lang-a-la-lang-a-la-lang-a-la-lang-a-la|Woah, woah, bip|Ah bo da do da dip, woah|Life could be a dream, life could be a dream|Do do do do, sh-boom8"
1954,5,"Elvis Presley with Scotty and Bill","That's All Right","Well, that's all right, mama|That's all right for you|That's all right mama, just anyway you do|Well, that's all right, that's all right|That's all right now mama, anyway you do|Well Mama, she done told me|Papa done told me too|Son, that girl you're fooling with|She ain't no good for you|But, that's all right, that's all right|That's all right now mama, anyway you do|I'm leaving town, baby|I'm leaving town for sure|Well, then you won't be bothered with|Me hanging around your door|But that's all right, that's all right|That's all right now mama, anyway you do|Ah da da dee dee dee dee, dee dee dee dee, dee dee dee dee|I need your lovin'|That's all right|That's all right now mama, anyway you doYou might also like"
1954,6,"Johnny Ace","Pledging My Love","Always and forever I'll love only you|Just promise me darling your love in return|May this fire in my soul dear forever burn|My heart's at your command dear|To keep love and to hold|Making you happy is my desire dear|Keeping you is my goal|I'll forever love you|For the rest of my days|I'll never part from you|Or your loving ways|Just promise me darling your love in return|May this fire in my soul dear forever burn|My heart's at your command dear|To keep love and to hold|Making you happy is my desire dear|Loving you is my goal|I'll forever love you|For the rest of my days|I'll never part from you|Or your loving ways|Just promise me darling your love in return|May this fire in my soul dear forever burnYou might also like"
1954,7,"Spaniels","Goodnite Sweetheart Goodnite","Goodnight, sweetheart, well, it's time to go|Goodnight, sweetheart, well, it's time to go|I hate to leave you, but I really must say|Oh, Goodnight, sweetheart, goodnight|Goodnight, sweetheart, well, it's time to go|Goodnight, sweetheart, well, it's time to go|I hate to leave you, I really must say|Oh, Goodnight, sweetheart, goodnight|Well, it's three o'clock in the morning|Baby, I just can't keep it right|Well, I hate to leave you, baby|Don't mean maybe, because I love you so|Goodnight, sweetheart, well, it's time to go|Goodnight, sweetheart, well, it's time to go|I hate to leave you, I really must say|Oh, Goodnight, sweetheart, goodnight|Mother oh and yout father|Might hear if I stay here too long|One kiss and we'll part|And I'd be going|You know I hate to go|Goodnight, sweetheart, well, it's time to go|Goodnight, sweetheart, well, it's time to go|I hate to leave you, I really must say|Oh. Goodnight, sweetheart, goodnightYou might also like"
1954,8,"Ray Charles","I've Got A Woman","Well|I got a woman, way over town|That's good to me, oh yeah|Say I got a woman, way over town|Good to me, oh yeah|She give me money when I'm in need|Yeah, she's a kind of friend indeed|I got a woman, way over town|That's good to me, oh yeah|She saves her lovin', early in the mornin'|Just for me, oh yeah|She saves her lovin', early in the mornin'|Just for me, oh yeah|She saves her lovin', just for me|Aah, she love me, so tenderly|I got a woman, way over town|That's good to me, oh yeah|She's there to love me|Both day and night|Never grumbles or fusses|Always treats me right|Never runnin' in the streets|And leavin' me alone|She knows a woman's place|Is right there, now, in her home|I got a woman, way over town|That's good to me, oh yeah|Say I got a woman, way over town|That's good to me, oh yeah|Oh she's my baby, oh don't you understand|Yeah, and I'm her lover man|I got a woman, way over town|That's good to me, oh yeah|Oh, don't you know she's all right|Oh, don't you know she's all right|She's all right, she's all right|Whoa yeah, oh yeah, oh yeah5"
1954,9,"Drifters featuring Clyde McPhatter","White Christmas","Ooh|Doop doop, doop doo doop|Ooh|Doop doop, doop doo doop|I'm dreaming of a white Christmas|Just like the ones I used to know|Where those treetops glisten, and children listen|To hear sleigh bells in the snow, snow|Then, I-I-I am dreaming of a white Christmas|With every Christmas card I write|May your days, may your days, may your days|Be merry and bright (Ahhh-ahhh)|And may all your Christmases be white|I-I-I am dreaming of a white Christmas|Just like the ones I used to know|Where the treetops glisten, and children listen|To hear sleigh bells in the snow|I-I-I am dreaming of a white Christmas|With every Christmas card I write|May those days, may your days, may your days|Be merry and bright (Ooo)|And may all your Christmases be white|Jingle bells, jingle bells, jingle bells all the way|Oooo"
1954,10,"Royals / Midnighters","Work With Me Annie","Work with me, Annie|(a-um, a-um)|Work with me, Annie|Ooo-wee!|Work with me, Annie|Work with me, Annie|Work with me, Ann-ie-e|Let's get it while the gettin' is good|(So good, so good, so good, so good)|Annie, please don't cheat|Give me all my meat, ooo!|Ooo-hoo-wee|So good to me|Work with me Ann-ie-e|Now, let's get it while the gettin' is good|(So good, so good, so good, so good)|A-ooo, my-ooo|My-ooo-ooo-wee|Annie, oh how you thrill me|Make my head go round and round|You might also likeAnd all my love come dow-ow-own|(Ooo!)|Work with me, Annie|(a-um, a-um, a-um, a-um)|Work with me, Annie|Don't be 'shamed|To work with me, Annie|Call my name|Work with me, Annie|Work with me, Ann-ie-e|Let's get it while the gettin' is good|(So good, so good, so good, so good)|So Good!|(guitar & instrumental)|Oh, our hot lips kissing|Girl, I'll beg mercy|Oh, hugging and more teasing|Don't want no freezing|A-work with me, Ann-ie-e|Let's get it while the gettin' is good|(So good, so good, so good, so good)|Ooo-ooo-ooo|Umm-mmm|Ooo-ooo-ooo|Fades|Ooo-ooo-ooo-ooo"
